Participant_ID,Activity_Type,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Timestamp
1,Walking,3.532,-4.011,-2.997,305.856,64.414,-139.397,1727961278
1,Walking,-6.091,-6.604,7.502,-244.505,149.084,-63.074,1727961278
1,Walking,2.343,3.683,1.095,-370.108,484.868,-352.197,1727961278
1,Walking,7.269,4.462,8.168,-260.82,-216.674,221.338,1727961278
1,Walking,3.769,6.164,6.298,-477.026,-0.633,-69.406,1727961278
1,Walking,4.472,9.15,-5.963,297.918,250.656,409.475,1727961278
1,Walking,4.364,-2.953,-4.234,66.789,465.547,-113.947,1727961279
1,Walking,-2.402,-1.171,-7.674,-475.768,422.734,-16.489,1727961279
1,Walking,-4.294,3.791,-3.897,490.092,289.518,397.101,1727961279
1,Walking,-2.725,-7.138,1.941,224.068,492.731,423.559,1727961279
1,Walking,8.292,8.176,1.847,36.991,274.537,-484.765,1727961279
1,Walking,-2.781,6.055,-4.379,318.293,154.722,-257.196,1727961279
1,Walking,1.052,8.597,8.68,-2.456,-319.47,389.693,1727961279
1,Walking,4.558,4.835,-3.829,-4.012,-152.719,-65.854,1727961279
1,Walking,-8.259,5.035,8.086,-10.925,-73.054,178.272,1727961279
1,Walking,3.755,6.45,-3.398,233.506,-438.559,-376.339,1727961279
1,Walking,-1.831,5.247,-2.778,-174.867,496.129,-331.866,1727961280
1,Walking,4.762,-6.645,-4.468,-498.83,196.09,-131.491,1727961280
1,Walking,8.077,5.204,0.331,352.517,-419.565,227.829,1727961280
1,Walking,6.388,-9.596,-9.615,-7.451,460.174,489.002,1727961280
1,Walking,0.855,5.377,4.501,326.904,174.365,-49.065,1727961280
1,Walking,-7.79,4.766,-7.727,428.581,-446.821,-366.649,1727961280
1,Walking,-3.048,9.581,7.17,325.91,371.287,224.137,1727961280
1,Walking,-3.896,-0.766,9.939,-248.284,342.292,-267.846,1727961280
1,Walking,1.62,7.953,-9.038,-255.982,-232.436,214.603,1727961280
1,Walking,-0.246,-8.118,5.839,301.746,358.095,432.692,1727961280
1,Walking,4.431,2.018,-8.265,-484.02,361.573,-203.789,1727961281
1,Walking,-5.924,-1.12,4.033,-84.812,-127.321,44.195,1727961281
1,Walking,-6.692,-2.118,5.949,-372.511,118.244,7.675,1727961281
1,Walking,-5.998,-3.756,8.35,80.684,200.977,106.211,1727961281
1,Walking,9.881,8.247,3.987,437.685,356.837,-192.629,1727961281
1,Walking,7.847,7.276,9.218,225.117,-0.877,-88.973,1727961281
1,Walking,1.363,-5.656,0.063,324.648,-19.818,480.146,1727961281
1,Walking,2.482,-5.689,-6.682,-464.032,-38.192,68.463,1727961281
1,Walking,7.791,2.058,-9.496,-87.421,-95.249,-437.384,1727961281
1,Walking,8.136,1.395,4.438,-5.482,71.043,-400.464,1727961281
1,Walking,-8.503,-0.133,6.732,161.902,-287.592,216.143,1727961282
1,Walking,-1.586,0.014,-6.528,-355.936,327.961,-193.493,1727961282
1,Walking,-8.527,9.254,-1.121,-460.364,-354.372,-3.547,1727961282
1,Walking,3.702,1.918,9.937,114.195,51.373,14.191,1727961282
1,Walking,-5.44,1.131,-7.821,-45.243,-373.817,-349.797,1727961282
1,Walking,-2.471,-1.843,9.633,-416.845,44.769,266.562,1727961282
1,Walking,6.198,-7.972,-4.856,-434.845,-105.817,37.058,1727961282
1,Walking,-6.983,-2.618,-5.015,117.978,-110.075,175.295,1727961282
1,Walking,-7.22,-0.662,2.078,-201.515,362.513,491.412,1727961282
1,Walking,-7.813,-6.68,0.037,2.766,-222.926,456.366,1727961282
1,Walking,-5.389,-1.061,2.105,208.894,115.728,134.948,1727961283
1,Walking,-3.07,-4.495,-9.906,266.699,-129.454,-268.49,1727961283
1,Walking,-3.347,9.238,-1.328,-416.924,321.449,227.749,1727961283
1,Walking,7.512,-1.034,7.379,-98.88,-129.115,-181.711,1727961283
1,Walking,2.016,2.933,-7.807,-316.021,156.408,104.249,1727961283
1,Walking,-1.922,1.013,-0.258,42.855,-191.911,479.057,1727961283
1,Walking,9.124,-4.002,9.44,397.611,-36.321,396.715,1727961283
1,Walking,-6.161,3.377,2.379,-399.982,69.524,230.704,1727961283
1,Walking,4.968,4.562,-7.548,31.643,-158.581,51.754,1727961283
1,Walking,8.53,1.145,-3.683,-361.422,492.557,189.049,1727961283
1,Walking,5.763,-7.762,7.126,-165.157,-388.197,-398.785,1727961284
1,Walking,9.973,0.354,6.981,-396.255,475.95,245.346,1727961284
1,Walking,-3.088,-2.818,-0.369,447.833,-410.687,-12.69,1727961284
1,Walking,-6.207,-4.3,-0.866,429.763,163.811,-280.22,1727961284
1,Walking,7.747,3.133,5.223,367.325,226.336,313.871,1727961284
1,Walking,-1.954,-3.693,-6.805,223.512,-15.878,-111.691,1727961284
1,Walking,8.928,0.944,2.431,-24.566,-23.039,-2.101,1727961284
1,Walking,-9.827,7.535,-6.47,308.586,447.583,157.929,1727961284
1,Walking,-4.56,-5.324,-3.266,365.351,-76.745,368.227,1727961284
1,Walking,4.355,-6.157,-6.255,2.188,-217.803,-420.219,1727961284
1,Walking,-0.397,2.412,-7.189,-24.649,104.361,158.472,1727961285
1,Walking,-2.41,-0.398,-8.633,268.417,-449.679,422.418,1727961285
1,Walking,4.667,4.284,-1.23,0.357,-419.79,274.806,1727961285
1,Walking,-8.573,7.74,3.162,-240.018,-50.673,115.557,1727961285
1,Walking,0.924,-8.469,3.116,-376.652,-398.768,-32.298,1727961285
1,Walking,-7.25,-7.799,4.567,412.588,135.913,197.521,1727961285
1,Walking,-7.778,3.772,-3.435,-453.486,-488.12,73.09,1727961285
1,Walking,6.687,2.87,0.698,-496.665,171.188,15.29,1727961285
1,Walking,1.832,0.507,8.807,251.524,144.035,223.755,1727961285
1,Walking,6.289,1.76,0.783,353.907,-392.774,75.641,1727961285
1,Walking,-2.187,-5.332,4.353,4.709,-217.463,-419.213,1727961286
1,Walking,0.237,5.779,4.753,392.292,461.553,157.157,1727961286
1,Walking,4.708,-1.348,1.612,-189.524,-228.853,-136.036,1727961286
1,Walking,4.245,-9.764,5.827,61.773,397.011,158.436,1727961286
1,Walking,9.085,-7.387,-9.514,-172.591,493.954,-85.158,1727961286
1,Walking,-4.026,1.204,-0.268,489.544,254.249,119.098,1727961286
1,Walking,-2.079,-9.12,-8.567,-193.397,63.961,-1.232,1727961286
1,Walking,6.851,2.238,1.565,-282.294,161.544,397.353,1727961286
1,Walking,-1.609,5.933,-6.443,432.251,-120.001,-45.222,1727961286
1,Walking,-8.017,9.686,2.918,72.396,330.511,205.925,1727961286
1,Walking,-8.793,-5.729,-5.835,-361.907,-324.611,-18.382,1727961287
1,Walking,9.166,5.951,4.857,-212.481,-279.07,2.605,1727961287
1,Walking,-7.929,-5.572,1.704,-268.972,-73.14,309.69,1727961287
1,Walking,5.253,5.727,6.464,429.763,293.292,-44.372,1727961287
1,Walking,8.13,9.376,2.343,-454.083,-208.029,334.986,1727961287
1,Walking,-7.994,-6.63,1.248,401.015,-350.503,-370.081,1727961287
1,Walking,7.257,-1.217,5.681,154.372,105.507,495.255,1727961287
1,Walking,-7.78,2.51,2.871,332.914,214.326,-415.488,1727961287
1,Walking,-2.676,-9.651,2.147,-10.397,-309.567,-117.984,1727961287
1,Walking,5.781,6.655,3.331,125.537,156.872,171.376,1727961287
1,Walking,-9.595,3.201,-1.322,389.836,-195.826,359.274,1727961288
1,Walking,-2.373,-3.894,2.552,262.962,205.229,365.864,1727961288
1,Walking,-9.714,4.517,1.293,-13.136,-110.93,-38.779,1727961288
1,Walking,-3.556,4.345,-4.849,-326.976,207.503,325.101,1727961288
1,Walking,0.77,0.855,2.616,322.397,47.239,-216.567,1727961288
1,Walking,0.734,7.559,3.502,386.421,-401.87,432.842,1727961288
1,Walking,6.88,-7.147,0.924,-214.269,-384.916,-69.956,1727961288
1,Walking,6.746,9.431,-2.273,272.349,-62.988,-83.147,1727961288
1,Walking,-0.66,9.256,3.417,-338.505,-300.578,343.555,1727961288
1,Walking,-2.32,-7.526,0.448,-215.457,114.105,-188.11,1727961289
1,Walking,3.427,8.1,6.536,-390.498,398.003,-206.299,1727961289
1,Walking,4.654,4.66,-6.915,399.909,333.27,207.346,1727961289
1,Walking,9.293,-1.311,-9.755,-184.976,-66.409,149.04,1727961289
1,Walking,8.948,3.777,2.553,203.176,-382.48,-208.257,1727961289
1,Walking,2.332,-7.086,-0.065,466.686,6.981,440.603,1727961289
1,Walking,-1.428,-6.506,3.095,268.428,439.37,222.682,1727961289
1,Walking,-4.161,4.614,-5.126,203.392,-103.476,-299.871,1727961289
1,Walking,-0.467,4.747,2.211,-397.747,210.044,109.13,1727961289
1,Walking,-0.857,-2.249,4.815,476.901,215.383,-452.744,1727961289
1,Walking,1.525,-2.611,-1.016,14.467,327.423,370.127,1727961290
1,Walking,1.267,5.068,1.735,-106.503,-246.058,-128.982,1727961290
1,Walking,0.283,3.337,1.474,113.101,336.495,-282.097,1727961290
1,Walking,3.695,0.412,2.388,328.942,-333.464,437.843,1727961290
1,Walking,6.244,-7.056,4.992,-30.133,-374.446,260.041,1727961290
1,Walking,-7.201,-9.189,-0.099,-35.145,-253.108,-280.86,1727961290
1,Walking,8.532,-8.833,7.354,301.447,25.773,-319.074,1727961290
1,Walking,9.4,-8.34,5.329,69.431,-348.769,141.39,1727961290
1,Walking,2.563,7.249,-2.316,240.044,207.7,453.227,1727961290
1,Walking,4.599,-5.156,-9.767,-304.114,320.979,-19.389,1727961290
1,Walking,-0.908,6.318,-6.698,160.757,-27.784,494.669,1727961291
1,Walking,7.105,3.339,-5.068,252.917,-488.049,282.91,1727961291
1,Walking,7.332,2.817,-0.085,-417.448,-492.714,389.752,1727961291
1,Walking,-6.28,2.457,7.669,-474.071,16.371,-295.831,1727961291
1,Walking,0.706,-9.746,-9.491,476.54,406.242,-129.08,1727961291
1,Walking,8.512,-0.158,-4.617,-443.626,404.08,68.556,1727961291
1,Walking,7.423,-9.766,5.719,-311.114,-401.881,-434.161,1727961291
1,Walking,-4.53,-5.102,-8.777,-376.546,-349.446,-79.977,1727961291
1,Walking,2.015,-1.341,-8.154,396.696,-100.471,22.919,1727961291
1,Walking,-1.234,0.057,-0.076,126.626,-391.719,23.195,1727961292
1,Walking,-6.503,6.835,-2.486,424.962,217.517,446.867,1727961292
1,Walking,-8.095,0.108,5.477,-299.102,-211.59,104.162,1727961292
1,Walking,-4.006,-3.095,3.166,-456.26,210.869,-317.247,1727961292
1,Walking,-3.619,-1.994,-6.423,-342.602,-215.805,485.181,1727961292
1,Walking,-5.306,-6.451,-8.574,160.108,-44.037,-369.588,1727961292
1,Walking,3.934,-9.704,0.053,-449.195,336.289,-224.576,1727961292
1,Walking,5.298,-7.209,-8.773,-125.809,-499.298,478.807,1727961292
1,Walking,8.455,-7.241,6.931,-211.262,-257.444,-415.046,1727961292
1,Walking,3.053,8.822,-8.12,370.368,140.667,470.382,1727961292
1,Walking,-3.051,1.762,-6.556,-85.92,290.71,-475.667,1727961293
1,Walking,9.939,-7.65,4.34,-219.911,-39.235,-488.915,1727961293
1,Walking,-8.966,-6.142,5.738,282.433,-214.059,397.761,1727961293
1,Walking,-6.056,-3.506,9.657,-264.121,121.45,-65.281,1727961293
1,Walking,-0.815,-4.78,4.614,6.069,486.874,-92.819,1727961293
1,Walking,-1.334,1.805,-3.331,263.092,-360.133,-441.729,1727961293
1,Walking,2.283,-7.577,3.365,28.864,-400.085,-462.187,1727961293
1,Walking,-3.186,-2.309,-6.106,171.797,-368.502,-14.726,1727961293
1,Walking,0.537,8.998,5.352,-102.367,32.85,-469.846,1727961293
1,Walking,2.617,0.197,5.777,264.438,365.398,477.132,1727961293
1,Walking,0.917,-1.337,-9.54,-300.364,-310.946,102.528,1727961294
1,Walking,9.968,-9.131,3.152,82.598,-52.253,342.431,1727961294
1,Walking,-0.953,7.025,9.597,245.973,-465.367,5.045,1727961294
1,Walking,-5.155,-9.76,-7.032,399.963,200.712,-91.886,1727961294
1,Walking,7.736,1.779,-7.411,-227.962,48.108,-482.502,1727961294
1,Walking,-6.566,4.855,0.195,273.942,-221.778,153.052,1727961294
1,Walking,3.498,-5.912,0.483,72.169,-324.682,-359.876,1727961294
1,Walking,-3.331,-4.405,5.826,374.148,-296.049,-347.013,1727961294
1,Walking,-5.312,5.032,7.485,-26.389,434.352,446.659,1727961294
1,Walking,-5.018,7.923,-8.84,170.246,349.109,-51.873,1727961294
1,Walking,-1.6,-5.805,-2.007,-200.97,-333.846,-28.083,1727961295
1,Walking,-2.991,-2.874,-7.837,442.607,317.819,103.727,1727961295
1,Walking,9.461,-7.176,-1.118,-15.646,-194.599,431.27,1727961295
1,Walking,-6.888,2.259,6.719,255.899,-69.648,-232.204,1727961295
1,Walking,-0.298,5.69,-3.023,115.041,-337.897,-106.836,1727961295
1,Walking,6.973,-6.364,-3.015,256.91,314.734,82.365,1727961295
1,Walking,-6.827,-3.56,-0.504,285.435,486.188,340.374,1727961295
1,Walking,-8.374,7.467,6.729,-64.584,-239.641,270.09,1727961295
1,Walking,1.998,1.487,5.049,-392.781,-75.969,37.322,1727961295
1,Walking,-1.391,-6.016,-8.411,238.928,141.129,-37.228,1727961295
1,Walking,-3.277,8.154,7.245,-157.51,145.569,1.765,1727961296
1,Walking,5.791,-9.28,-4.669,349.476,462.546,-152.462,1727961296
1,Walking,3.8,2.198,8.778,-299.365,357.209,-4.451,1727961296
1,Walking,3.1,1.746,-2.253,171.38,-150.04,315.411,1727961296
1,Walking,-3.486,1.452,9.455,-483.653,-339.285,-135.841,1727961296
1,Walking,-2.442,-6.701,-0.007,-208.125,254.632,74.589,1727961296
1,Walking,-7.766,9.692,-8.371,-24.45,15.91,48.492,1727961296
1,Walking,3.639,2.958,-6.375,306.194,-306.075,-347.366,1727961296
1,Walking,-8.701,-7.078,8.711,-90.225,-362.536,-248.29,1727961296
1,Walking,-1.103,8.484,2.149,39.449,487.118,233.579,1727961296
1,Walking,2.808,2.511,8.778,61.278,-62.391,474.195,1727961297
1,Walking,5.447,6.431,-3.515,265.21,18.8,18.273,1727961297
1,Walking,1.308,-8.843,-8.832,-335.299,-5.145,-81.032,1727961297
1,Walking,1.697,-6.541,-5.529,483.534,250.67,-159.378,1727961297
1,Walking,-7.102,2.848,-2.799,-45.496,-481.882,168.168,1727961297
1,Walking,-4.077,-8.118,-4.989,-478.827,-92.246,-486.164,1727961297
1,Walking,2.129,7.495,3.284,-187.274,-26.418,-373.398,1727961297
1,Walking,-3.748,0.341,7.769,390.199,-391.436,394.57,1727961297
1,Walking,5.05,2.885,-5.15,-391.447,48.74,-146.613,1727961297
1,Walking,9.586,-9.911,-6.776,-34.377,130.856,-48.472,1727961297
1,Walking,9.586,0.916,4.873,-345.63,335.145,-430.235,1727961298
1,Walking,5.858,2.769,-0.611,-175.798,-436.715,-110.813,1727961298
1,Walking,1.813,9.055,-3.215,284.604,206.657,441.552,1727961298
1,Walking,-7.236,-9.058,2.178,-36.999,77.214,-117.793,1727961298
1,Walking,6.877,-1.914,-9.927,-126.499,-478.771,-358.947,1727961298
1,Walking,-5.339,0.494,5.454,348.895,-2.896,120.695,1727961298
1,Walking,0.046,-1.431,-8.274,-256.987,420.029,344.129,1727961298
1,Walking,-1.684,-6.452,2.543,-318.261,163.774,124.52,1727961298
1,Walking,0.188,2.802,-2.167,-407.542,-340.344,-9.788,1727961298
1,Walking,5.074,2.385,5.515,76.262,-447.032,-261.951,1727961298
1,Walking,-2.696,9.252,-7.137,-108.535,126.369,401.646,1727961299
1,Walking,8.002,7.104,-1.372,282.794,197.575,-359.072,1727961299
1,Walking,9.098,-5.338,5.859,427.051,169.099,157.744,1727961299
1,Walking,-5.606,4.347,2.137,-167.826,111.707,285.821,1727961299
1,Walking,0.116,-2.157,7.455,-164.12,372.008,465.831,1727961299
1,Walking,2.205,-6.838,-9.222,-169.258,109.165,197.179,1727961299
1,Walking,-1.295,5.473,1.869,-364.143,194.625,90.178,1727961299
1,Walking,-9.241,9.16,2.804,-184.889,268.222,41.589,1727961299
1,Walking,7.546,3.861,-3.385,-339.744,-187.574,-3.995,1727961299
1,Walking,-5.615,6.34,-4.805,-360.672,-421.183,-312.591,1727961299
1,Walking,-5.64,1.665,0.266,144.183,410.846,292.123,1727961300
1,Walking,-7.213,8.857,-1.239,-160.822,-125.57,473.586,1727961300
1,Walking,-8.505,-8.454,7.764,499.313,-358.427,-377.48,1727961300
1,Walking,-4.779,7.063,4.37,-228.521,449.02,-415.161,1727961300
1,Walking,9.822,-2.544,8.943,18.737,-58.221,400.912,1727961300
1,Walking,-6.433,-7.379,4.042,-213.033,-3.874,121.683,1727961300
1,Walking,8.687,-6.65,6.496,-472.275,-388.477,-71.846,1727961300
1,Walking,5.016,4.042,-5.304,387.892,-100.429,290.434,1727961300
1,Walking,-9.053,-3.024,-5.695,-8.071,-439.501,249.737,1727961300
1,Walking,-6.544,2.673,-3.789,426.203,191.956,412.904,1727961300
1,Walking,-1.058,8.341,4.676,-460.677,344.049,443.546,1727961301
1,Walking,9.954,-6.487,-2.831,255.014,284.067,-265.725,1727961301
1,Walking,6.746,0.737,-8.223,-0.83,-97.641,278.661,1727961301
1,Walking,-5.789,-7.81,7.384,135.77,189.342,-191.92,1727961301
1,Walking,-5.402,-2.672,9.237,257.484,-233.145,379.383,1727961301
1,Walking,9.72,5.372,-6.889,332.14,136.131,-350.551,1727961301
1,Walking,-9.678,-9.73,-0.172,-98.974,42.881,109.83,1727961301
1,Walking,-4.316,-8.218,-2.016,457.493,-63.134,272.291,1727961301
1,Walking,4.781,6.221,1.732,-404.528,-30.829,-479.942,1727961301
1,Walking,-3.618,-8.093,-6.798,441.912,-233.839,-80.588,1727961301
1,Walking,5.532,0.034,-2.36,-246.809,321.025,-268.267,1727961302
1,Walking,-2.945,-4.696,-0.497,-98.023,26.335,-405.605,1727961302
1,Walking,-7.624,7.32,-5.73,-131.15,470.593,365.472,1727961302
1,Walking,2.106,2.583,1.865,-403.003,-186.169,-351.411,1727961302
1,Walking,0.18,0.274,9.885,205.888,33.009,-473.713,1727961302
1,Walking,-6.278,-7.832,-3.279,-142.308,153.99,311.875,1727961302
1,Walking,2.869,-5.217,5.996,-61.975,339.416,-324.046,1727961302
1,Walking,-4.737,-9.804,6.379,195.002,428.777,178.212,1727961302
1,Walking,9.389,-2.556,0.856,48.372,-21.122,-421.588,1727961302
1,Walking,-1.485,0.221,9.549,-164.398,307.99,-122.549,1727961302
1,Walking,8.894,-1.133,-0.895,397.782,320.297,-359.764,1727961303
1,Walking,-9.159,1.893,7.36,-212.467,-311.338,-257.977,1727961303
1,Walking,0.605,6.579,9.985,166.591,-365.648,-208.293,1727961303
1,Walking,-0.23,9.804,5.45,-226.705,-47.794,239.795,1727961303
1,Walking,0.012,1.212,3.912,135.502,-271.37,-64.332,1727961303
1,Walking,2.551,-7.375,4.067,260.644,396.322,437.848,1727961303
1,Walking,-3.127,-8.473,-1.689,261.753,-487.413,-438.575,1727961303
1,Walking,4.696,5.313,-5.93,356.918,-30.137,-494.8,1727961303
1,Walking,3.041,4.67,-5.102,-249.822,-32.555,-414.621,1727961303
1,Walking,-6.696,-3.881,-6.176,44.992,-362.581,285.936,1727961303
1,Walking,5.983,5.127,0.246,-296.12,224.5,240.752,1727961304
1,Walking,4.927,-3.423,-3.968,497.833,-465.412,-135.791,1727961304
1,Walking,0.591,7.308,5.056,179.877,296.721,94.633,1727961304
1,Walking,-6.499,-3.197,6.378,190.27,463.895,82.628,1727961304
1,Walking,-8.872,-9.734,-9.144,-97.588,93.017,395.581,1727961304
1,Walking,5.164,-0.564,8.484,-227.727,456.113,341.718,1727961304
1,Walking,3.066,-6.091,-6.576,205.743,357.951,337.364,1727961304
1,Walking,7.84,-7.057,3.36,-453.085,144.464,-242.628,1727961304
1,Walking,-0.026,4.257,-9.693,-38.889,-70.557,-459.708,1727961304
1,Walking,8.027,6.278,-3.248,-123.329,-395.959,318.431,1727961304
1,Walking,2.488,-5.802,-5.746,278.082,-263.304,-407.661,1727961305
1,Walking,8.223,3.334,-7.943,193.088,-417.681,473.276,1727961305
1,Walking,-5.668,-3.431,5.26,-320.816,131.841,313.648,1727961305
1,Walking,-6.879,-4.196,5.563,231.566,-326.522,423.762,1727961305
1,Walking,-9.764,9.241,-8.496,428.819,-126.941,-184.637,1727961305
1,Walking,4.369,7.617,-6.236,-244.388,-213.264,-384.54,1727961305
1,Walking,7.953,-2.297,7.705,292.955,-12.126,-6.102,1727961305
1,Jumping,-9.224,7.993,-4.459,-283.768,219.603,-109.323,1727961305
1,Jumping,5.903,-4.243,1.107,-341.63,279.667,-78.481,1727961305
1,Jumping,-5.337,-9.554,-5.874,-130.716,-418.687,210.463,1727961306
1,Jumping,-4.391,-8.605,-7.798,-20.366,188.239,-328.623,1727961306
1,Jumping,1.181,-6.851,3.45,371.279,-26.026,464.844,1727961306
1,Jumping,-8.298,-9.438,1.965,-155.576,29.054,-124.839,1727961306
1,Jumping,3.868,0.284,-9.738,-320.14,389.618,-172.498,1727961306
1,Jumping,4.001,-4.747,-7.088,-177.436,-118.349,82.783,1727961306
1,Jumping,8.86,9.038,-9.609,384.367,-261.426,129.605,1727961306
1,Jumping,3.082,-7.8,-1.149,79.321,149.475,284.302,1727961306
1,Jumping,5.078,4.04,9.747,-377.477,-339.458,50.308,1727961306
1,Jumping,-8.464,-5.725,-3.759,-66.995,62.275,-424.719,1727961306
1,Jumping,-5.224,-6.442,5.129,-492.495,-342.527,-323.017,1727961307
1,Jumping,3.612,-7.211,4.219,493.472,-342.18,-383.377,1727961307
1,Jumping,-3.934,1.027,-1.039,-90.613,313.601,-125.099,1727961307
1,Jumping,-4.723,-2.827,-4.066,-350.935,-462.285,75.461,1727961307
1,Jumping,-0.962,-6.378,0.386,-328.62,-190.531,112.598,1727961307
1,Jumping,-7.935,1.951,3.327,-466.864,81.902,-84.566,1727961307
1,Jumping,-5.098,-9.72,-8.031,-484.528,-462.823,85.456,1727961307
1,Jumping,-2.393,5.509,-1.502,-349.249,-292.899,202.09,1727961307
1,Jumping,-9.373,-1.924,-3.041,-10.875,-213.921,-439.742,1727961307
1,Jumping,-8.816,-7.128,-8.774,311.833,53.573,-26.026,1727961307
1,Jumping,9.386,7.076,7.892,-340.195,442.574,-383.203,1727961308
1,Jumping,2.209,-3.464,1.078,-268.333,-114.957,-287.029,1727961308
1,Jumping,-6.318,-3.874,-6.417,-251.217,283.243,299.609,1727961308
1,Jumping,5.124,-6.658,8.842,-215.087,294.715,-421.788,1727961308
1,Jumping,2.326,7.309,7.196,307.635,381.054,219.19,1727961308
1,Jumping,8.11,6.377,5.923,-171.13,-108.146,-495.258,1727961308
1,Jumping,0.038,-4.346,0.595,-418.541,70.769,89.671,1727961308
1,Jumping,3.152,-3.377,5.422,294.463,-101.181,364.702,1727961308
1,Jumping,-7.092,-0.014,4.109,-469.838,107.444,148.136,1727961308
1,Jumping,8.75,3.145,-7.782,253.129,357.44,9.48,1727961308
1,Jumping,8.941,-6.665,8.22,105.883,-281.966,-284.801,1727961309
1,Jumping,9.164,-5.881,0.035,337.716,491.006,116.555,1727961309
1,Jumping,-3.524,-4.634,7.532,-295.394,-341.013,-285.029,1727961309
1,Jumping,-4.584,0.676,7.368,189.209,-141.774,-429.159,1727961309
1,Jumping,6.529,-4.152,8.648,-369.636,-482.752,377.511,1727961309
1,Jumping,-9.489,-6.09,5.564,123.853,-118.736,-132.892,1727961309
1,Jumping,7.186,9.16,-4.729,-285.228,96.885,70.321,1727961309
1,Jumping,6.571,-5.803,-5.557,35.547,-59.465,-439.957,1727961309
1,Jumping,-9.422,0.137,6.105,-364.403,117.105,488.547,1727961309
1,Jumping,3.621,7.405,-2.378,124.094,372.704,-306.452,1727961309
1,Jumping,4.967,-6.493,-0.429,179.165,-454.443,136.7,1727961310
1,Jumping,6.976,9.994,4.811,-462.627,-385.869,-459.199,1727961310
1,Jumping,-6.725,-8.0,-3.584,71.636,434.646,56.517,1727961310
1,Jumping,0.492,-7.513,-7.543,-276.636,-332.592,389.58,1727961310
1,Jumping,7.322,-2.303,-0.398,-137.922,56.726,45.261,1727961310
1,Jumping,7.005,-6.969,-2.394,-323.521,-202.121,-279.938,1727961310
1,Jumping,9.979,-0.557,2.903,-344.983,-360.818,193.465,1727961310
1,Jumping,6.232,4.383,6.569,243.191,-225.849,276.616,1727961310
1,Jumping,-0.536,9.914,-9.016,-370.692,-60.567,-364.297,1727961310
1,Jumping,5.328,-0.378,-5.0,24.541,355.015,-352.405,1727961310
1,Jumping,4.988,7.293,8.566,346.898,144.044,18.042,1727961311
1,Jumping,5.132,-6.42,-5.082,285.206,-53.7,-32.503,1727961311
1,Jumping,-5.152,-5.499,7.694,124.756,-109.349,-55.855,1727961311
1,Jumping,-9.518,-6.558,-6.097,-135.6,-143.837,223.742,1727961311
1,Jumping,2.314,-7.631,-0.156,445.833,409.801,-250.108,1727961311
1,Jumping,-3.293,-0.218,-8.526,313.194,-35.608,107.719,1727961311
1,Jumping,-9.916,4.489,-2.876,315.055,207.758,-361.526,1727961311
1,Jumping,-8.182,4.155,2.385,88.711,397.182,-413.527,1727961311
1,Jumping,-0.342,6.631,-7.253,462.264,-46.511,261.351,1727961311
1,Jumping,6.469,1.448,-9.544,201.488,-443.344,297.2,1727961311
1,Jumping,7.614,6.609,2.971,-114.629,-260.2,-460.694,1727961312
1,Jumping,5.901,-3.43,-6.372,271.04,-264.838,449.557,1727961312
1,Jumping,9.363,-5.64,4.182,-432.299,-445.389,-217.252,1727961312
